Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,min_slalry,avg_salary,company_txt,job_state,remote,age,job_simp,seniority,desc_len,python_yn,R_yn,spark,aws,excel
"Data Scientist, Amazon Fashion",$85K - $208K (Glassdoor est.),"Bachelor's Degree
1+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)
PhD or Master's degree
Experience with machine learning, statistical analysis, data mining, and analytics techniques
Strong analytical and communication skills.
Job summary
Are you passionate about solving unique customer-facing problems in the Amazon scale? Are you excited about utilizing statistical analysis, machine learning, data mining and leverage tons of Amazon data to learn and infer customer shopping patterns? Do you enjoy working with a diversity of engineers, machine learning scientists, product managers and user-experience designers? If so, you have found the right match!

Fashion is extremely fast-moving, visual, subjective, and it presents numerous unique problem domains such as product recommendations, product discovery and evaluation. The vision for Amazon Fashion is to make Amazon the number one online shopping destination for Fashion customers by providing large selections, inspiring and accurate recommendations and customer experience.

The mission of Fit science team as part of Fashion Tech is to innovate and develop scalable ML solutions to provide personalized fit and size recommendation when Amazon Fashion customers evaluate apparels or shoes online. The team is hiring a Data Scientist who has a solid background in Statistical Analysis, Machine Learning and Data Mining and a proven record of effectively analyzing large complex heterogeneous datasets, and is motivated to grow professionally as a Data Scientist.

As a Data Scientist on this team:
You will work on our Science team and partner closely with applied scientists, data engineers as well as product managers, UX designers, and business partners to answer complex problems via data analysis. Outputs from your analysis will directly help improve the performance of the ML based recommendation systems thereby enhancing the customer experience as well as inform the roadmap for science and the product.
You can effectively analyze complex and disparate datasets collected from diverse sources to derive key insights.
You have excellent communication skills to be able to work with cross-functional team members to understand key questions and earn the trust of senior leaders.
You are able to multi-task between different tasks such as gap analysis of algorithm results, integrating multiple disparate datasets, doing business intelligence, analyzing engagement metrics or presenting to stakeholders.
You thrive in an agile and fast-paced environment on highly visible projects and initiatives.
***This position is available in the following locations: SF Bay Area, San Diego and Austin (Texas)

Experience in efficiently handling large datasets for solving business problems.
Experience in data analytics in the fields of recommendation systems, deep learning and machine learning.
Excellent written and verbal communication skills, ability to communicate effectively to both technical and nontechnical audiences
Demonstrated successful industrial experience, drives results.
Thinks strategically and staying on top of tactical execution.
Exhibits excellent business judgment and understanding of science, engineering, and business trade-offs.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.7,"Amazon.com Services LLC
3.7","Sunnyvale, CA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),0,0,85,208,85,146.5,Amazon.com Services LLC, CA,0,27,data scientist,na,3726,1,0,0,0,1
Next Generation Sequencing Data Scientist – Scientist I,$77K - $149K (Glassdoor est.),"Job Description

About This Role
The Genome Technologies and Computational Sciences (GTCS) group at Biogen is seeking a bioinformatics scientist/computational biologist to join in the mission of developing analytical algorithms, data processing pipelines and fit-for-purpose tools to analyze next generation sequencing (NGS) datasets to support the needs of the Gene Therapy Accelerator Unit (GTxAU). The GTxAU aims to develop a gene therapy pipeline, ranging from exploratory research through preclinical development.
What You’ll Do
Utilize bioinformatics tools and analyze next generation sequencing
Guide the rational design of viral capsids and promoters
Evaluation of tropism and maintain quality control
Help design projects and analyze data from various in vitro and in vivo studies by working closely with GTxAU scientists, computational biology experts, the NGS lab, and structural biologists
Who You Are
You love analytics and are passionate about using NGS data to help drive key business decisions. You love learning new technological skills and working through collaboration.
Why Biogen?
Our mission to find therapies for neurological and rare diseases is a unique focus within our industry and this shared purpose is what connects us as a team. We work together to overcome obstacles and to follow the science. We are resilient as we strive to make an impact on patients’ lives and on changing the course of medicine. Together, we pioneer. Together, we thrive. The External Innovations Team’s mission is to bring forward external opportunities that complement our internal capabilities and strengths.

Qualifications

Required Skills
Ph.D. (or MS with equivalent work experience) in Computational Biology, Systems Biology, Bioengineering, or related ﬁeld. Candidates with less experience but very strong technical background will also be considered.
Extensive coding experience in Bash, R, and Python, to develop NGS analysis workflows
Experience with computational analysis of single cell datasets (scRNAseq, scATACseq, multiome and spatial transcriptomics), bulk RNAseq, DNA-seq, and microRNA-seq datasets
Experience with deriving novel insights by integrating multiple orthogonal omics data sets
Hands-on experience in complex network/pathway analysis and investigation of cell fate trajectories, cis-regulatory interactions, cell-cell communication, transcription factor regulons activity
Advanced programming experience using JavaScript, R-Shiny and web-based application development, including their use in building genomics data visualization tools
Excellent interpersonal and communication skills and a proven ability to work effectively within a cross-functional team
A solid understanding of statistics, machine learning, virology and gene therapy is desired
Preferred Skills
Experience with analysis of both short and long read sequencing data (e.g., Illumina, PacBio, Nanopore) for mutation analysis, genome mapping, expression profiling is a plus
Experience with integrative analysis of epigenetic and epigenomic datasets for understanding underlying chromatin dynamics is a plus
Experience with cross-species comparative analysis for identifying conserved regulatory mechanisms is a plus

Additional Information

All your information will be kept confidential according to EEO guidelines.",4.1,"Biogen
4.1","Cambridge, MA",5001 to 10000 Employees,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),0,0,77,149,77,113.0,Biogen, MA,0,43,data scientist,na,3316,1,0,0,0,1
Senior Data Scientist,Employer Provided Salary:$71K - $165K,"About The Role
Our Data Strategy and Analytics team is seeking a Senior Data Scientist to lead and guide data scientists for multiple, diverse-scope projects with complex business and technical challenges across several business units and functions. The Senior Data Scientist will own end to end responsibilities for deploying the models into production. The ideal candidate will bring experience in Natural Language Processing/text analytics, recommendation system, machine learning, various deep learning related technologies, predictive and prescriptive analytics.
*This role is remote and we are able to hire remote employees in the following states: AZ, CA, CO, FL, GA, IL, IN, KS, KY, MI, NY, NC, NJ, NV, OH, OK, PA, TN, TX, UT, VA, WA, and WI*
The Impact You Will Have
Deep dive into business' problems and identify use cases that could represent an opportunity for transformational or disruptive innovation using the Machine learning models
Mine and analyze data from company databases or external databases to drive optimization and improvement of marketing techniques and business strategies
Own end to end responsibilities for deploying the models into production
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Develop custom data models and algorithms to apply to data sets
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes
What You Bring To The Role
Advanced degree in analytical fields (e.g. Computer Science, Data Science, Engineering, Statistics, Data Analytics, Applied Mathematics) is preferred
3+ years of working experience in the data science field (e-commerce preferred)
Experience in building, training, scoring, tuning and maintaining predictive models in production at enterprise scale and knowledge of industry wide data science trends and best practices of different stages of Data Science lifecycle
Expert level with statistical modeling and statistical programing languages like Python or R
Proven track record of working cross functionally and critically evaluate complex business information from multiple perspectives, including questioning assumptions and validity.
Business acumen and excellent written and oral communication and presentation skills, with the ability to synthesize, simplify and explain complex problems to both technical and business audience and experience on documenting the models and procedures in an organized manner
Ability to multi-task, keeping multiple projects on track, and deliver results on-time
Experience analyzing data from 3rd party providers: Google Analytics and Facebook Insights is a plus
What We Offer
A team that has transitioned to remote work impressively, and remains highly collaborative and connected
Excellent growth opportunity, and stock options for all full-time employees
Medical, dental and vision (90% covered by our company; 50% for dependents) - eligible immediately
Unlimited PTO and paid company holidays
401k - eligible immediately
$60/month reimbursement for online-ordered meals
Bonusly - a team recognition platform with fun rewards
We pride ourselves in having a team that promotes diversity, inclusion, leadership, mindfulness, high initiative, energy and passion.
Job Type: Full-time
Pay: $70,527.00 - $164,574.00 per year
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Education:
Bachelor's (Preferred)
Work Location: One location",5.0,"HiredVirtual
5.0","Los Angeles, CA",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,0,1,71,165,71,118.0,HiredVirtual, CA,0,-1,data scientist,senior,3551,1,0,0,0,1
"Data Scientist, Experimentations",$99K - $205K (Glassdoor est.),"Company Description

Wish is a mobile e-commerce platform that flips traditional shopping on its head. We connect hundreds of millions of people with the widest selection of delightful, surprising, and—most importantly—affordable products delivered directly to their doors. Each day on Wish, millions of customers in more than 160 countries around the world discover new products. For our over 1 million merchant partners, anyone with a good idea and a mobile phone can instantly tap into a global market.
We're fueled by creating unique products and experiences that give people access to a new type of commerce, where all are welcome. If you’ve been searching for a supportive environment to chase your curiosity and use data to investigate the questions that matter most to you, this is the place.

Job Description

Wish has exciting opportunities for talented Data Scientists on our Core Data Science team. This is a unique opportunity to develop and implement at-scale methodologies on Wish’s experimentation platform (example). We are looking for an experienced data scientist who can help us develop state-of-the-art experimentation methodologies to improve our decision-making process. Fast and trustworthy experimentation allows us to innovate and validate ideas fast.
In your day-to-day, you will:
Develop and implement new methodologies for trustworthy and fast experimentation.
Work closely with a group of data engineers and software engineers to implement novel methods in production at scale.
Crafting new measurement systems to power experimentation and decision making at Wish
Develop statistical methods to help teams better measure our products
Tech Lead for Experiment Analysis: Understand the capabilities of our platform and work with other Data Scientists on how to best utilize our platform
Build internal computational tools and packages (Python or Scala) for other Data Scientists.

Qualifications

About you:
Graduate degree in a quantitative field such as statistics, mathematics, computer science, econometrics, biostatistics (or equivalent experience)
Experience in A/B testing, causal inference, and complex computational challenges.
Experienced level SQL skills
Proficiency in Python
A proven track record of building data science solutions for high impact business problems.
Experience with presenting data driven insights

Bonus Points:
You have experience in bandit optimization, adaptive experimentation, bayesian, or large-scale inference methods.
Familiarity with experimentation under interference/with network effects

Additional Information

Wish values diversity and is committed to creating an inclusive work environment. We provide equal employment opportunity for all applicants and employees. We do not discriminate based on any legally-protected class or characteristic. Employment decisions are made based on qualifications, merit, and business needs. If you need assistance or accommodation due to a disability, please let your recruiter know. For job positions in San Francisco, CA, and other locations where required, we will consider for employment qualified applicants with arrest and conviction records.
Individuals applying for positions at Wish, including California residents, can see our privacy policy here.",3.6,"Wish
3.6","San Francisco, CA",1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$1 to $2 billion (USD),0,0,99,205,99,152.0,Wish, CA,0,11,data scientist,na,3266,1,0,0,0,0
Machine Learning Scientist,Employer Provided Salary:$129K - $162K,"Our mission is to help people everywhere find a job and company they love. We're transforming the workplace experience through the power of transparency. As the worldwide leader in employer branding and insights, our vision is for a world where transparency empowers the workforce and motivates companies to become better employers.
Please note this role is open to remote hiring. Our main office locations are in San Francisco, CA, Chicago, IL and Uniontown, OH.
You will be part of a highly talented team of machine learning engineers and data scientists, using the latest machine learning technologies to improve Glassdoor's products on user generated content, such as company reviews and interview questions.
Join us if you have a good understanding of NLP, Search, and machine learning techniques and experience implementing those models at large scale in real-world applications.
Compensation: $129,300 - $161,600
At Glassdoor, operating transparently is at the heart of everything we do. That's why we let job seekers know that salary ranges may differ for jobs depending on where these positions are filled. It's no secret that the cost of living and other economic considerations vary widely across the country and the world.
At Glassdoor we utilize a ""tier"" system to promote consistency in level of compensation for where roles are filled in different locations. The tiers are as follows:
Tier 1 encompasses the highest salary range for states where large metropolitan areas are located (ie: San Francisco, New York City, Washington DC, & etc)
Tier 2 encompasses salary ranges 15% less than those in Tier 1 for states with mid-sized cities (ie: Chicago, Dallas, Portland, etc)
Tier 3 encompasses salary ranges 20% less than those in Tier 1 for states with smaller cities (including our Ohio office, Nevada, etc)
You can learn more about our compensation philosophy here and see salary ranges for all Glassdoor jobs here.
What You'll Do:
Work with a team of engineers and data scientists to create, implement, and improve NLP and Search solutions for entity recognition, classification, clustering, and recommendation.
Define, research and implement features to enhance our user experience on User Generated Content, such as reviews and interview questions
Coordinate cross-team projects and proactively drive projects to completion
What You'll Bring
MS or PhD in Machine Learning, Computer Science, or related field.
1+ years of industry experience with applied machine learning in production.
Comprehensive knowledge of machine learning concepts, including classification, regression, and unsupervised learning.
Hands-on experience with traditional machine learning as well as deep learning algorithms.
Proficiency with Python programming, including numeric, data analysis, and machine learning libraries such as NumPy, pandas, scikit-learn, and/or PyTorch.
Solid understanding of statistical and mathematical methods used in machine learning, evaluation, and hypothesis testing.
Proficiency with SQL for data analysis.
Hands-on experience with feature engineering using structured or unstructured data.
Excellent written and verbal communication skills.
For more information about some of the exciting technology work being done at Glassdoor, check out our Engineering Blog!
Why Glassdoor?
100% company paid medical/dental/vision/life coverage, with 80% dependent coverage.
Equity Incentives in our parent company's ADR (Recruit Holdings, Stock ID: 6098T).
Annual 10% bonus aligning with bi-annual performance reviews.
401(k) Plan with a Company Match to prepare for your future.
Generous paid holidays and open paid time off.
Our Commitments
Transparency: We are open and honest. We share information – the good and the bad – so we can continuously learn, collaborate and make the right decisions. Pay bands, our compensation philosophy, and employee feedback survey responses are shared publicly.
Innovation: We actively pursue new and different ways to further Glassdoor's mission. We forge our own path by challenging the status quo. The ultimate goal is not just to change how we operate at Glassdoor, but for every employer to follow our lead!
Good People: We work together with integrity, respect and compassion for one another. We have fun together! We are inclusive, fair and humble while remaining confident. We do the right thing, period.
GRIT: We are resilient, inventive and fearless. We see challenges as opportunities. With passion and courage, we come together to get the job done.
Diversity, Equity, and Inclusion: We are dedicated to building a company that is more diverse and representative of society at large. Glassdoor externally publishes our Diversity & Inclusion report and information about our employee population to hold ourselves accountable to our dedication. We also provide programs and resources to build a greater sense of belonging for our employees.
The ultimate goal is not just to change how we operate at Glassdoor, but for every employer to follow our lead!
Glassdoor is committed to equal treatment and opportunity in all aspects of recruitment, selection, and employment without regard to race, color, religion, national origin, ethnicity, age, sex, marital status, physical or mental disability, gender identity, sexual orientation, veteran or military status, or any other category protected under the law. Glassdoor is an equal opportunity employer; committed to creating a community of inclusion, and an environment free from discrimination, harassment, and retaliation.",4.0,"Glassdoor
4.0","San Francisco, CA",501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,1,129,162,129,145.5,Glassdoor, CA,0,14,mle,na,5530,1,0,0,0,1
Data Scientist II,$114K - $167K (Glassdoor est.),"Master's degree in Statistics, Mathematics, Data Science, Business Analytics, Economics, Finance, Engineering, or Computer Science, or a related quantitative field or equivalent experience.
2+ years of experience with data querying languages (e.g. SQL, Hadoop/Hive, Scala) and statistical/mathematical software (e.g. R, Matlab, Stata)
2+ years working experience as a Data Scientist or related positions.
Experience applying various machine learning techniques, and understanding the key parameters that affect their performance.
Have you ever thought about what it takes to deliver high quality customer service at optimal cost? What would you do to take one of the best customer service organizations in the world to the next level? Do you enjoy working in an entrepreneurial, fast paced environment, solving complex problems and delivering innovative solutions? Do you like to innovate and simplify?

The Worldwide Capacity Planning (WWCP) organization owns the end-to-end workforce planning and execution of Amazon's customer service network. Our forecasting, labor planning, scheduling, and real-time management solutions are responsible for the millions of daily decisions needed to provide efficient and frustration-free support to our customers around the world. We are looking for a talented researcher with excellent analytical skills and strong business acumen to join our Forecasting team.

As a part of the Forecasting team within the Worldwide Capacity Planning organization, you will partner closely with business leaders, Product Managers, Data Scientists, Economists, Research Scientists, Business Intelligence Engineers, Data Engineers and Software Engineers to design and build end-to-end forecasting solutions. You will be responsible for modeling forecasting problems, discovering insights and identifying opportunities that accelerate the scale, efficiency and quality of our forecasts through the use of statistical, machine learning, algorithmic, data mining and visualization techniques. A successful candidate will be a problem solver who enjoys diving into data, is excited by difficult modeling challenges, and possesses strong communication skills to effectively interface between technical and business stakeholders.

Responsibilities:
Implement statistical methods to solve specific business problems utilizing code (Python, R, Scala, etc.).
Directly contribute to the design and development of automated forecasting solutions.
Improve upon existing methodologies by developing new data sources, testing model enhancements, and fine-tuning model parameters.
Collaborate with product management, software engineering, research science, data engineering, and business leaders to define product requirements, provide analytical support, and communicate feedback; develop, test and deploy a wide range of statistical, econometric, and machine learning models.
Build customer-facing reporting tools to provide insights and metrics which track forecast performance and explain variance.
Communicate verbally and in writing to business customers with various levels of technical knowledge, educating them about our solutions, as well as sharing insights and recommendations.
Master's degree in Statistics, Mathematics, Data Science, Business Analytics, Economics, Finance, Engineering, or Computer Science, or a related quantitative field with at least 4+ years of working experience as a Data Scientist or related analytical positions.
Advanced knowledge and expertise with data modelling skills, advanced SQL for acquiring and transforming data.
Depth and breadth in quantitative knowledge. Excellent quantitative modeling, statistical analysis skills and problem-solving skills. Sophisticated user of statistical tools.
Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment.
Experience with causal inference, applied time series modeling or machine learning forecasting applications is a plus.
Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to research scientists, engineering teams and business audiences.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.7,"Amazon.com Services LLC
3.7","Seattle, WA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),0,0,114,167,114,140.5,Amazon.com Services LLC, WA,0,27,data scientist,na,4588,1,0,0,0,1
Data Scientist,Employer Provided Salary:$90K - $180K,"We're looking for an individual who has had experience working in the data science or cloud development space for several years and has experience in working with the wide variety of products therein. Individual should have both web development experience, as well as a solid mathematical or computer science background to understand the theory behind the processes we're undertaking and be able to communicate them internally.
Individual should ideally be based in one of the Continental US time zones for the sake of coordination but should understand this role comes with significant crunch responsibilities as the workload on the Data Science group is currently very noisy, and prone to sudden spikes. As such, although we do our best to minimize them, evening and weekend work are common.
Qualifications and Education Requirements
Degree in Mathematics (Statistics preferred), Computer Science, or significant equivalent work experience ( >7 years)
Software Development Experience (C#/ASP.NET Preferred) on a team (not individual)
Development of at least 1 web-based application that consumed Web API data
Deployment of a repeatable Machine Learning or other AI system that worked on data sets for multiple organizations
Being Responsible for the maintenance and support of at least 1 application
Web Application Development (ASP.NET Stack)
Container creation and orchestration
Cloud Administration of at least 1 of the 3 major cloud service providers (Azure, AWS, GCP)
Machine Learning Development
Natural Language Processing
Strong SQL Skills
Data Visualization (PowerBI Experience Preferred)
Analysis Process Development & Management
Interpretability Communication
Job Type: Full-time
Pay: $90,000.00 - $180,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Employee assistance program
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Experience:
Software development: 2 years (Preferred)
Work Location:
Fully Remote
Work Location: Remote",2.5,"HaystackID
2.5",Remote,201 to 500 Employees,2011,Company - Private,Legal,Accounting & Legal,$100 to $500 million (USD),0,1,90,180,90,135.0,HaystackID,Remote,1,10,data scientist,na,2003,0,0,0,1,0
Data Scientist,$62K - $106K (Glassdoor est.),"NextEra Energy Resources is one of the largest wholesale generators of electric power and renewable energy from the wind and sun in North America.

Position Specific Description
Skills/Attributes Required:
Experience working with relational SQL Database Technologies
Experience with Python and/or R Programming Language for data science
Experience in statistical thinking and applying software to solve statistical problems
Experience in machine learning techniques
Programming skills sufficient to collect, clean, transform, and merge disparate data sources as needed
Excellent interpersonal, writing and presentation skills
Ability to work independently with minimal guidance
Ability to multitask and ensure deliverables are completed timely; ability to meet inflexible deadlines
Data science and programming experience
Bachelor’s degree in Mathematics, Statistics, Computer Science, Engineering, or Physics

Desired Skills & Experience:
Electric Utility knowledge including understanding of Power Generation technologies
Knowledge about insurance industry modeling a plus
Experience applying probabilistic programming and computational simulations for advanced statistical inference
Experience working with methods in explainable AI and building interpretable machine learning models
Advanced degree in Mathematics, Statistics, Computer Science, Engineering, or Physics
Experience leveraging commercial cloud services for data science and machine learning workflows
Job Overview
This position is responsible for developing algorithms, modeling techniques, and optimization methods that support many aspects of NextEra and FPL business. Employees in this role use knowledge of machine learning, optimization, statistics, and applied mathematics along with abilities in software engineering with a focus on distributed computing and data storage infrastructure (e.g. “Big Data”).
Job Duties & Responsibilities
Develops machine learning, optimization and other modeling solutions
Prepares comprehensive documented observations, analyses and interpretations of results including technical reports, summaries, protocols and quantitative analyses
Works with a variety of datasets, including timeseries data and “big data” requiring analysis on distributed computing platforms
Writes software in R, Python or similar languages and contributes code to product development teams
Performs other job-related duties as assigned
Required Qualifications
Bachelor’s Degree
Experience: 3+ years
Preferred Qualifications
Master’s Degree
Doctoral Degree

Employee Group: Exempt
Employee Type: Full Time
Job Category: Science, Research, and Technology
Organization: NextEra Energy Resources, LLC
Location: Juno Beach, Florida
Other Work Locations:
Relocation Provided: Yes, if applicable

NextEra Energy is an Equal Opportunity Employer. Qualified applicants are considered for employment without regard to race, color, age, national origin, religion, marital status, sex, sexual orientation, gender identity, gender expression, genetics, disability, protected veteran status or any other basis prohibited by law. We are committed to a diverse and inclusive workplace.

If you require special support or accommodation while seeking employment with NextEra Energy, please send an e-mail to recruiting-coordinator.sharedmailbox@nexteraenergy.com, providing your name, telephone number and the best time for us to reach you. Alternatively, you may call 844-694-4748. Please do not use this line to inquire about your application status.

NextEra Energy will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information.

NextEra Energy does not accept any unsolicited resumes or referrals from any third-party recruiting firms or agencies. Please see our policy for more information.
#LI-EA",3.8,"NextEra Energy
3.8","Juno Beach, FL",-1,-1,-1,-1,-1,-1,0,0,62,106,62,84.0,NextEra Energy, FL,0,-1,data scientist,na,4460,1,0,0,0,1
Data Scientist - NLP,$82K - $142K (Glassdoor est.),"Join the Data and Analytics Center of Excellence at Bose to help shape the future of one of the most iconic brands in the world! We are a team of educators, innovators, engineers, and scientists whose mission is to transform the way Bose wins by creating a world class data driven culture. As a central resource, we get to solve challenging problems that enable teams across the company, from product insights to manufacturing forecasts to marketing campaigns. We utilize data governance, data engineering, analytics, and machine learning to create insights that optimize our business and make our products more enjoyable for our customers every day. We are looking for highly motivated individuals who want to make an impact on a multi-billion dollar consumer electronics company like Bose!

This role might be for you if you enjoy:
· Fine-tuning and deploying Deep Learning Models for NLP
· Like dealing with messy data
· Writing Python code to explore text data and solve business problems

Qualifications and skills that will help you be successful:
· Masters in Computer Science, Statistics or related field, with 1-3 years of work experience, or
· Bachelors degree with 3-5 years of work experience.
· Proven expertise in the fundamentals and practical application of Machine Learning
· Experience with most of:
· Data manipulation using Python
· Statistical modeling packages: Pandas, NumPy, SciPy,
· Deep learning: BERT, GPT models, fine-tuning using TensorFlow or PyTorch
· Platforms: AWS
· Ability to create prototypes in Python to demonstrate various algorithmic approaches and evaluate their performance
We are a company obsessed with the performance of what matters most: the little details that make a big difference and the big details that astonish. We believe a healthy obsession is something to celebrate because it leads to greatness – not just in what we do, but in art, music, sports, science, everything. Our mission is to help people reach their fullest human potential so they can feel more, do more, and be more. We are looking for candidates who share our passion and want to help create the future of Bose!
#LI-PM1
Bose is an equal opportunity employer that is committed to inclusion and diversity. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, age, disability, veteran status, or any other legally protected characteristics. For additional information, please review: (1) the EEO is the Law Poster (http://www.dol.gov/ofccp/regs/compliance/posters/pdf/OFCCP_EEO_Supplement_Final_JRF_QA_508c.pdf); and (2) its Supplements (http://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm). Please note, the company's pay transparency is available at http://www.dol.gov/ofccp/pdf/EO13665_PrescribedNondiscriminationPostingLanguage_JRFQA508c.pdf. Bose is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the application or employment process, please send an e-mail to Wellbeing@bose.com and let us know the nature of your request and your contact information.",4.0,"Bose
4.0","Framingham, MA",5001 to 10000 Employees,1964,Company - Private,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),0,0,82,142,82,112.0,Bose, MA,0,57,data scientist,na,3219,1,0,0,1,1
Data Scientist Associate-Data Scientist,$58K - $119K (Glassdoor est.),"Hybrid: Remote and onsite reporting expected.

Please note that Education and/or relevant Experience will be used to determine the appropriate salary and salary grade.

Data Scientist Associate
Data Scientist

Position Summary

This position is responsible for working within the Market Risk Analytics team on data analysis projects, building statistical and other mathematical risk models, performing analysis, interpreting results, and developing actionable insights and recommendations to measure the financial risks for use across the company. This includes data mining, data auditing, aggregation, validation, reconciliation, and visualization. With primary focus on AEP’s commercial units, this position is accountable for developing a deep understanding in energy trading, procurement, and renewable energy (primarily Solar & Wind) activities. This position must have a working knowledge of analytics and statistical software such as SAS, SQL, Python, R, Tableau and others to perform analysis and interpret data.

Position Duties
Assists with the development of basic analytical tools to solve high-value business problems across AEP
Utilize analytical tools and data management skills to provide actionable business intelligence
Acquire business knowledge across the organization and utilize knowledge to assist in development of meaningful analyses
Present to commercial unit leadership regarding outcomes of analysis; often presenting complex results in a simple manner to suit a broader audience
Identify, acquire, and provide management of data needed for various analytic studies
Develop components of predictive and prescriptive systems to optimize operations and support strategic initiatives
Apply data visualization tools to large data sets to enhance data understanding
Assist data scientists in identifying, defining, and developing analyses which provide actionable insight for meeting business needs
Acquire knowledge of business processes and data acquisition practices from business units using disparate systems
Collaborate with Information Technology partners to develop data acquisition and data management practices
Provide meaningful, concise reporting of analytic results
Develop reporting dashboards that meet business needs for status, trends, and variances
Collaborate with IT and business units to operationalize meaningful reports and dashboards
Job Type
Full-Time
Relocation
No
Minimum Requirements
Data Scientist Associate

Education

Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.

Experience

Entry Level; No experience required.

Data Scientist

Education

Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.

Experience

3 years experience applying quantitative, business analytics, and computational skills

Additional Information

Key Skill Requirements:
Thrives in a fast paced and demanding environment with quickly changing priorities.
Excellent programing skills.
Meticulous attention to detail and strong organizational skills. Strong teamwork orientation.
Strong analytical skills to understand the financial market fundamentals, translate analysis into commercial strategies, and advise customers.
Be a strong communicator, both in writing and in presentation skills, as the role involves significant senior-management interaction.
Geographic Proximity
Columbus, OH Area
Work Designation
Hybrid",3.8,"American Electric Power
3.8","Columbus, OH",10000+ Employees,1906,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD),0,0,58,119,58,88.5,American Electric Power, OH,0,115,data scientist,na,3515,1,0,0,0,1
